gai	gai,gãi,gài,gại,gái
vo-luan	vô luân,vô luận
thanh-cao	thanh cao
vi-von	ví von
dam-tieu	đàm tiếu
am-vat	âm vật
kiet-que	kiệt quệ
my-nghe	mỹ nghệ
nanh-noc	nanh nọc
toet-nhem	toét nhèm
chu-dinh	chủ định
vao-so	vào sổ
mia-do	mía đỏ
noi-dieu	nói điêu
dien-quang	điện quang
ngoai-le	ngoài lề,ngoại lệ
vang-ho	vàng hồ
huong-lieu	hương liệu
giao-duong	giáo dưỡng,giáo đường
vi-mo	vi mô,vĩ mô
mau-vat	mẫu vật
tham-so	tham số
mong-moc	mông mốc
bat-dan	bát đàn
bao-ban	bảo ban
vong-loai	vòng loại
nhoc-nhach	nhóc nhách
nong-trai	nông trại
thuong-xuyen	thường xuyên
ki-lan	kì lân
danh-vi	danh vị
lam-quen	làm quen
thoc-thao	thốc tháo
bat-dau	bắt đầu
phon-thinh	phồn thịnh
doan-tuyet	đoạn tuyệt
duong-xi	dương xỉ
di-ngoai	đi ngoài
du-doan	dự đoán
chi-nuoi	chị nuôi
ve-ve	ve ve,vè vè
cong-kho	công khố
sa-sa	sa sả,sà sã
bau-ban	bầu bán,bầu bạn
xui-giuc	xúi giục
cho-chong	chơ chỏng
trung-lo	trung lộ
thuy-van	thủy văn,thuỷ văn
dun-day	dún dẩy,đùn đẩy
bi-thit	bị thịt
ky-quy	ký quỹ
che-xuat	chế xuất
phai-manh	phái mạnh
ma-thuat	ma thuật
truyen-thanh	truyền thanh
bau-bau	bàu bạu
cong-khu	công khu
thuong-truc	thường trực
hoa-khoi	hoa khôi
lac-tien	lạc tiên
ti-suat	tỉ suất
vu-vo	vu vơ
xuong-cap	xuống cấp
thi-uy	thị uy,thị ủy
ky-phieu	kỳ phiếu
nay-khac	này khác
dung-muc	đúng mức,đúng mực
chi-cot	chí cốt
canh-khoe	cạnh khóe
ki-nguyen	kỉ nguyên
phan-mem	phần mềm
mia-moc	mỉa móc
he-hui	hè hụi
ram-rich	rậm rịch
danh-loi	danh lợi
xuong-can	xuống cân
tot-nhin	tốt nhịn
phay-phay	phây phây,phây phẩy
gat-hai	gặt hái
tham-cung	thẩm cung
thi-du	thí dụ
chuot-tui	chuột túi
ga-men	ga men
mong-mo	mộng mơ
ti-trong	tỉ trọng
nhap-tam	nhập tâm
mong-mi	mộng mị
con-ranh	con ranh
gian-mui	giàn mui
lang-loan	lăng loàn
huyet-tram	huyết trầm
giay-quyen	giấy quyến
than-khoc	than khóc
ham-lo	hầm lò
con-rieng	con riêng
hung-que	húng quế
phan-ra	phân rã
ky-quac	kỳ quặc
dia-loi	địa lợi
khi-tai	khí tài
nuoc-hoa	nước hoa
bi-tien	bỉ tiện
ruoi-nhang	ruồi nhặng
ky-quai	kỳ quái
gian-diep	gián điệp
tranh-doat	tranh đoạt
tu-su	tự sự
tuc-toi	tức tối
vu-va	vu vạ
thoa-thue	thỏa thuê
thang-long	Thăng Long
danh-muc	danh mục
lon-se	lợn sề
mo-mong	mơ mộng
thot-not	thốt nốt
cap-hieu	cấp hiệu
phan-nhieu	phần nhiều
giay-cham	giấy chặm
sieu-thuc	siêu thực
dan-nhac	dàn nhạc
hun-duc	hun đúc
noi-thang	nói thẳng
mat-thu	mật thư
chuot-quang	chuột quang
kim-nen	kìm nén
thuong-gioi	thượng giới
nhai-ranh	nhãi ranh
chan-kinh	chân kính
dan-nhat	đàn nhật
tu-hanh	tu hành,tự hành
vi-tri	vị trí
vo-be	vợ bé
chay-an	chạy án,chạy ăn
phuc-thu	phục thù
vat-chu	vật chủ
huyen-sam	huyền sâm
luan-dieu	luận điệu
vu-loi	vụ lợi
tham-vong	tham vọng
niu-keo	níu kéo
quyen-han	quyền hạn
leu-beu	lều bều
mac-mo	mắc mỏ,mắc mớ
gao-nep	gạo nếp
am-hai	ám hại
khich-le	khích lệ
giai-oan	giải oan
rap-rang	rập ràng
ngung-nguay	ngúng nguẩy
tau-tan	tẩu tán
nghenh-ngang	nghênh ngang,nghễnh ngãng
chap-thuan	chấp thuận
ruou-tam	rượu tăm
vien-vong	viển vông,viễn vọng
cam-cung	cấm cung
thau-kinh	thấu kính
phan-dong	phản động,phần đông
dong-chi	đông chí,đồng chí
chan-ly	chân lý
mat-tran	mặt trận
phien-muon	phiền muộn
tieu-duong	tiểu đường
phuc-kich	phục kích
mat-trai	mặt trái
cong-con	cong cớn
chien-xa	chiến xa
khin-khit	khin khít,khìn khịt
canh-day	cạnh đáy
trung-chuyen	trung chuyển
gom-nhop	gom nhóp
thu-tha	thư thả
chan-le	chẵn lẻ
ha-khac	hà khắc
cong-coc	công cốc
danh-bai	đánh bài,đánh bại
dong-lieu	đồng liêu
ca-gi	cà gỉ
ngoc-trai	ngọc trai
he-dong	hề đồng
hang-khong	hàng không
thuong-tiec	thương tiếc
xoay-van	xoay vần
sac-ben	sắc bén
cho-chi	chò chỉ,chớ chi
chim-nghim	chìm nghỉm
diem-nhien	điềm nhiên
thach-ban	thạch bản
tieu-de	tiêu đề
dao-nhiem	đào nhiệm
chi-tu	chi tử,chí tử
hoa-dan	hỏa đàn
hoa-dam	hòa đàm
vong-quanh	vòng quanh
phep-tinh	phép tính
tai-kiem	tái kiểm
nha-chua	nhà chùa,nhà chứa
bat-khoan	bắt khoán
xuat-than	xuất thân,xuất thần
tu-chien	tử chiến
am-luong	âm lượng
kich-cau	kích cầu
lon-lot	lờn lợt
phat-hanh	phát hành
som-hom	sớm hôm
tuc-gian	tức giận
kich-cam	kịch câm
cam-thung	cam thũng,cắm thùng
ngan-cach	ngăn cách
phap-che	pháp chế
tu-si	tu sĩ,tử sĩ
chat-thai	chất thải
ti-the	ti thể
may-ngai	mày ngài
nho-nhoi	nhỏ nhoi
moi-toi	mỗi tội
nguoi-nha	người nhà
luat-gia	luật gia
hanh-tung	hành tung
khung-khieng	khụng khiệng
vuong-mien	vương miện
nho-nhoe	nho nhoe
tinh-suong	tinh sương
sinh-luc	sinh lực
sau-dong	sầu đông
nga-benh	ngã bệnh
tam-tru	tạm trú,tạm trữ
cua-tu	cửa tử
nho-nhop	nhơ nhớp
khi-vi	khí vị
quyen-luc	quyền lực
khe-com	khế cơm
thu-hoach	thu hoạch
banh-trai	bánh trái,bảnh trai
manh-tay	mạnh tay
bia-trong	bìa trong
bay-bong	bay bổng
toan-ven	toàn vẹn
ky-cong	kỳ công
su-nghiep	sự nghiệp
suy-tu	suy tư
manh-tam	manh tâm
cha-trach	chả trách
tam-thuc	tam thức,tâm thức
che-la	chè lá
noi-lao	nói láo
quy-su	quỷ sứ
xuong-tuy	xương tủy
xa-lech	xà lệch
chiu-tang	chịu tang
dong-hanh	đồng hành
ten-thuy	tên thụy
nguyet-san	nguyệt san
an-than	an thân,an thần
mi-cam	mĩ cảm
kich-ung	kích ứng
tinh-duc	tình dục,tính dục
ho-hai	hơ hải
an-thai	an thai
lom-chom	lởm chởm
phan-ky	phân kỳ
co-tay	cổ tay
giay-lon	giấy lộn
xa-xan	xa xẩn
phan-ki	phân kì
am-nhac	âm nhạc
co-tat	cố tật
that-bat	thất bát
giay-loc	giấy lọc
truoc-mat	trước mắt
xet-duyet	xét duyệt
ghe-ngoi	ghế ngồi
thoc-gao	thóc gạo
lan-lut	lẩn lút
trao-phung	trào phúng
to-no	tô nô
loi-lac	lỗi lạc
cay-chua	cay chua
hoi-mon	hồi môn
truot-tuyet	trượt tuyết
lan-lua	lần lữa
mau-sac	màu sắc,mầu sắc
doc-ac	độc ác
ga-rot	gà rốt
truc-khuan	trực khuẩn
xong-xa	xong xả
ao-mong	ảo mộng
dong-hun	đồng hun
no-ty	nô tỳ
tam-phao	tầm phào
cuong-trang	cường tráng
cat-luot	cắt lượt
ngang-tang	ngang tàng
ghe-gam	ghé gẩm
tro-chung	trở chứng
bien-cuong	biên cương
hon-hao	hỗn hào
noi-doc	nói dóc
phu-huynh	phụ huynh
huong-lac	hưởng lạc
tam-thuong	tầm thường
thanh-cong	thành công
dua-mon	dưa món
khon-luong	khôn lường
menh-danh	mệnh danh
an-toa	an tọa
ly-biet	ly biệt
li-le	lí lẽ
mat-hon	mất hồn
tri-luc	trí lực
dang-kiep	đáng kiếp
hon-hau	hồn hậu
noi-dot	nói đớt
con-ruot	con ruột
kheo-tay	khéo tay
cao-toc	cao tốc
tay-trang	tay trắng,tẩy trang
tung-tang	tung tăng
noi-kho	nói khó
xen-xet	xèn xẹt
dam-ngo	dạm ngõ
khut-khit	khụt khịt
dinh-tuyen	định tuyến
kho-coi	khó coi
cu-lan	cù lần
cu-lao	cù lao
gio-da	giở dạ
sap-dat	sắp đặt
vai-cay	vai cày
mong-doi	mong đợi
dau-oc	đầu óc
noi-choi	nói chơi
hay-hay	hay hay,hây hây,hây hẩy
khuc-nhoi	khúc nhôi
diem-xuyet	điểm xuyết
tai-hien	tái hiện
san-thuong	sân thượng
thua-thiet	thua thiệt
thien-di	thiên di
am-to	âm tố
tran-an	trấn an
be-tre	bê trễ
tinh-tuy	tinh túy
am-ti	âm ti
dau-diu	đấu dịu
cuc-dai	cực đại
do-duoi	đỏ đuôi
moc-thech	mốc thếch
tin-chap	tín chấp
bai-lo	bại lộ
lan-chieng	lăn chiêng
am-ty	âm ty
bao-che	bao che,bào chế
ranh-con	ranh con
ap-dien	áp điện
nuoc-leo	nước lèo
bot-mieng	bớt miệng
mua-phun	mưa phùn
tham-nuoi	thăm nuôi
bao-chi	báo chí
loi-lai	lời lãi
tuyen-mo	tuyển mộ
nhan-dien	nhân điện,nhận diện
doc-ton	độc tôn
qui-luat	qui luật
thoi-thay	thối thây
cha-chu	cha chú
giu-mieng	giữ miếng
ruong-bo	ruồng bỏ,ruồng bố
duoi-sam	đuôi sam
cu-cam	củ cẩm
dao-giao	đạo giáo
khoai-vac	khoai vạc
khoan-dai	khoản đãi
cu-cai	củ cái,củ cải
dat-day	dắt dây
truong-nam	trưởng nam
may-man	may mắn
mat-hieu	mật hiệu
cam-tich	cam tích
con-tho	con thơ
ngoc-pha	ngọc phả
hiep-luc	hiệp lực
nhun-nhay	nhún nhảy,nhún nhẩy
cung-cong	cứng còng
lao-rao	lào rào
dat-dao	dạt dào
dat-dai	đất đai
thuoc-tiem	thuốc tiêm
cu-cau	cu cậu
ngu-cung	ngũ cung,ngũ cúng
ngon-ut	ngón út
lo-hau	lộ hầu
don-ruoc	đón rước
ma-phanh	má phanh
trung-thuc	trung thực,trúng thực
mach-leo	mách lẻo
nhan-gui	nhắn gửi
than-dot	thân đốt
quat-tran	quạt trần
kien-lap	kiến lập
thai-do	thái độ
tu-xung	tự xưng
thi-gia	thị giá
tin-hin	tin hin
bao-quanh	bao quanh
phat-thanh	phát thanh
khinh-khinh	khinh khỉnh
rum-beng	rùm beng
cuon-goi	cuốn gói
luon-loi	luồn lỏi
giac-ke	giác kế
ba-co	bà cô
tao-mau	tạo mẫu
tai-sinh	tái sinh
am-muoi	ám muội
ma-tran	ma trận
mung-quynh	mừng quýnh
nhot-boc	nhọt bọc
su-ong	sư ông
top-tep	tóp tép
bat-buoc	bắt buộc
co-chap	cố chấp
sat-hai	sát hại
thu-do	thủ đô
khoang-chat	khoáng chất
nhiet-ke	nhiệt kế
cheo-veo	cheo veo
nuoc-may	nước máy
chan-gio	chân giò
bim-bip	bìm bịp
li-thu	lí thú
chan-gia	chân giả
tinh-nang	tính năng
nuoc-mat	nước mắt
nuoc-mau	nước màu
ngung-nghi	ngưng nghỉ,ngừng nghỉ
noi-xung	nổi xung
hiu-hiu	hiu hiu
hop-doanh	hợp doanh
xi-dau	xì dầu
gia-binh	gia binh
nuoc-mam	nước mắm
nuoc-man	nước mặn
bim-bim	bìm bìm
chan-may	chân mày
trung-ca	trứng cá
kiem-tinh	kiềm tính
chu-re	chú rể
du-duong	du dương
phen-phet	phèn phẹt
benh-pham	bệnh phẩm
hung-thu	hung thủ,hứng thú
cham-pha	chấm phá
con-gai	con gái
ham-hu	hấm hứ
than-ai	thân ái
ruot-thua	ruột thừa
to-kho	tố khổ
giun-dat	giun đất
phong-khoang	phóng khoáng
lai-gop	lãi gộp
cham-lung	chấm lửng
bo-vo	bơ vơ
dinh-che	định chế
ong-chan	ống chân
phao-coi	pháo cối
thuong-huyen	thượng huyền
ho-khan	ho khan
ap-phe	áp phe
be-nho	bé nhỏ
mui-dat	mũi đất
tuy-nhien	tuy nhiên
tinh-lang	tĩnh lặng
nhom-nhoam	nhôm nhoam,nhồm nhoàm
quyen-the	quyền thế
mo-tang	mộ táng
tra-cham	trả chậm
ky-vat	kỷ vật
ngoai-hang	ngoại hạng
that-thu	thất thu,thất thủ
cuoc-doi	cuộc đời
ca-lang	cá lăng
bon-binh	bồn binh
xoc-vac	xốc vác
mung-quan	mùng quân
gan-do	gàn dở
nhoi-lac	nhồi lắc
gan-da	gan dạ
mui-dai	mũi dãi
ngheo-tung	nghèo túng
nhi-nhang	nhì nhằng
ho-lua	hổ lửa
thot-nhien	thốt nhiên
choc-gian	chọc giận
tuoi-sang	tươi sáng
theo-doi	theo dõi,theo đòi
nguyen-thu	nguyên thủ
da-ran	da rạn
min-lom	mìn lõm
quay-pha	quấy phá,quậy phá
luc-suc	lục sục
len-giong	lên giọng
rao-hoanh	ráo hoảnh
tiep-am	tiếp âm
vui-tuoi	vui tươi
thanh-truyen	thanh truyền
xuyen-tac	xuyên tạc
gian-don	giản đơn
chung-tham	chung thẩm
so-huyet	sò huyết
nha-nhem	nhá nhem
tham-thoat	thấm thoắt
tum-hum	tum húm,tùm hum
muoi-me	muối mè
cua-chop	cửa chớp
bao-tan	bạo tàn
bao-tai	bao tải
tuong-chung	tưởng chừng
ket-cau	kết cấu
nhat-thoi	nhất thời
tac-hong	tắc họng
lo-lot	lo lót
duc-dac	dục dặc
bao-tap	bão táp
tong-thuat	tổng thuật
dinh-xu	định xứ
lap-loang	lấp loáng
bao-tay	bao tay
coi-soc	coi sóc
xuat-huyet	xuất huyết
chup-giut	chụp giựt
chay-coi	chày cối
sum-sup	sùm sụp
lua-chet	lúa chét
nha-nha	nhà nhà
xau-chuoi	xâu chuỗi
can-rut	cắn rứt
eo-eo	eo éo
thien-nhan	thiện nhân
cong-nhien	công nhiên
thoi-nau	thổi nấu
duong-sat	đường sắt
ban-mieu	ban miêu
tieu-diem	tiêu điểm
kiem-dich	kiểm dịch
du-dat	dư dật
em-trai	em trai
qui-quyet	quỉ quyệt
phan-biet	phân biệt
that-sac	thất sắc
bo-ngo	bỏ ngỏ,bỡ ngỡ
coc-vai	cốc vại
bong-gon	bông gòn
phep-tac	phép tắc
dep-lao	đẹp lão
xe-xac	xé xác
thi-thom	thì thòm
hang-so	hằng số
dang-vien	đảng viên
kim-anh	kim anh
do-chung	dở chừng,đồ chừng
quan-su	quân sư,quân sự
nuoc-hang	nước hàng
tap-chi	tạp chí
cu-ma	cự mã
luong-lu	lưỡng lự
cu-mo	củ mỡ
chuan-xac	chuẩn xác
bo-ngu	bổ ngữ
dat-mui	dắt mũi
cu-mi	cù mì,củ mì,củ mỉ
gong-ganh	gồng gánh
thao-qua	thảo quả
la-da	la đà,là đà
tieu-dieu	tiêu diêu,tiêu điều
troc-phu	trọc phú
cong-luon	cống luồn
da-vu	dạ vũ
than-hieu	thần hiệu
lep-bep	lép bép
lien-tuc	liên tục
thanh-duong	thánh đường
thoi-hoac	thối hoắc
on-dinh	ổn định
tiet-tru	tiệt trừ
danh-sach	danh sách
biem-hoa	biếm họa
do-ngang	đò ngang
giao-dich	giao dịch
xac-suat	xác suất
van-vuong	vấn vương
long-chao	lòng chảo
tu-phat	tự phát
khu-giac	khứu giác
tu-phap	tư pháp
pham-tuc	phàm tục
vien-chi	viễn chí
sau-cung	sau cùng
bung-bang	búng báng
hoang-doi	hoàng đới
boi-nhiem	bội nhiễm
cam-chuong	cẩm chướng
co-bo	cò bợ
tho-mo	thổ mộ
mang-chung	mang chủng
nau-an	nấu ăn
khu-biet	khu biệt
xuong-nuoc	xuống nước
buc-boi	bức bối,bực bội
nha-da	nhà đá
co-nguoi	cờ người
tro-trao	trơ tráo
phan-doi	phân đội,phản đối
hoi-vien	hội viên
ca-mua	ca múa
chim-se	chim sẻ
dia-hat	đĩa hát,địa hạt
lap-truong	lập trường
ruou-vang	rượu vang
trang-an	trắng án
lanh-tanh	lạnh tanh
khiep-via	khiếp vía
ngu-phap	ngữ pháp
loi-toi	lòi tói
tru-quan	trú quán,trú quân
quoc-giao	quốc giáo
rau-den	rau dền
tap-luyen	tập luyện
nghi-su	nghị sự
benh-su	bệnh sử
sat-hach	sát hạch
den-lanh	đen lánh
xo-vua	xơ vữa
kham-lam	khắm lặm
ly-gian	ly gián
lai-xe	lái xe
dang-nga	đằng ngà
le-le	le le,le lé,lè lẹ
tap-ki	tạp kĩ
nghi-suy	nghĩ suy
le-la	lê la
chenh-chech	chênh chếch
iu-xiu	ỉu xìu
benh-si	bệnh sĩ
quan-tinh	quán tính
soan-thao	soạn thảo
tam-xich	tầm xích
nghi-si	nghị sĩ
ung-dung	ung dung,ứng dụng
co-minh	cô mình
leo-la	lèo lá
lang-quen	lãng quên
cam-thuong	cảm thương
ngoai-troi	ngoài trời
ne-trong	nể trọng
loi-suat	lợi suất
luyen-kim	luyện kim
trang-tay	trắng tay
moi-hang	mối hàng
vach-tran	vạch trần
tep-tin	tệp tin
ke-toan	kế toán
thien-binh	thiên binh
tuong-dai	tượng đài
hy-kich	hý kịch
dien-truong	điện trường
hoi-he	hội hè
dau-xot	đau xót
thuy-cham	thủy châm
bot-bien	bọt biển
duoi-ga	đuôi gà
do-danh	dỗ dành
choang-choac	choang choác
phong-toa	phong tỏa
lay-luc	lạy lục
nau-nuong	nấu nướng
phong-tom	phồng tôm
hom-thu	hòm thư
khong-chien	không chiến
nien-giam	niên giám
do-dang	dở dang,đồ đảng
dien-luc	điện lực
ao-ret	áo rét
phu-nu	phụ nữ
doi-chot	đời chót
the-hien	thể hiện
thuyen-cau	thuyền câu
ngung-ngang	ngủng ngẳng
tu-cuong	tự cường
khang-chien	kháng chiến
thuong-tat	thương tật
cung-kho	cùng khổ
khan-thiet	khẩn thiết
lem-lem	lem lém,lem lẻm
minh-hoa	minh họa
quy-tap	quy tập
to-mang	tơ màng
cua-khau	cửa khẩu
thon-ban	thôn bản
cai-bap	cải bắp
mat-kiep	mạt kiếp
tai-khoa	tài khóa
ca-voi	cá voi
nao-nhiet	náo nhiệt
tom-gop	tom góp
kham-xet	khám xét
chum-chim	chúm chím
sam-vai	sắm vai
gat-gong	gắt gỏng
choi-moi	chòi mòi
thay-thang	thấy tháng
chiu-choi	chịu chơi
loa-ken	loa kèn
on-thoa	ổn thỏa
tien-van	tiền vận
thuong-tuan	thượng tuần
but-chi	bút chì
chuc-sac	chức sắc
sac-sua	sặc sụa
de-tro	để trở
nan-not	nắn nót
bat-giac	bát giác
on-thot	ỏn thót
mai-miet	mải miết
nhun-vai	nhún vai
thiet-yeu	thiết yếu
chia-re	chia rẽ
dong-giong	dòng giống
dang-nhiet	đẳng nhiệt
mit-mu	mịt mù
ho-sinh	hộ sinh
dep-tiem	dẹp tiệm
ca-noc	cá nóc
ra-dang	ra dáng
phan-tu	phân tử,phần tử
buon-non	buồn nôn
thuy-sinh	thủy sinh,thuỷ sinh
ca-dao	ca dao,cá đao
cai-gia	cải giá
dam-trach	đảm trách
to-con	to con
thoi-binh	thời bình
cap-uy	cấp ủy
xo-so	xổ số
hon-giao	hỗn giao
giac-ngu	giấc ngủ
gioi-dan	giới đàn
tai-ngat	tái ngắt
ong-mat	ong mật
vung-bien	vùng biên,vùng biển
cai-be	cải bẹ
vo-chung	vô chừng
di-tua	đi tua
hoang-tho	hoàng thổ
da-thu	dã thú
nam-ba	năm ba
to-nho	to nhỏ
ly-thuyet	lý thuyết
oi-la	ơi là
vay-bua	vây bủa
nu-tram	nữ trầm
thuy-luc	thủy lực
giac-ngo	giác ngộ
mua-roi	múa rối
vien-tro	viện trợ
san-bat	săn bắt
noi-chan	nói chặn
muon-muot	muôn muốt,mươn mướt,mườn mượt
quoc-ky	quốc kỳ
trang-phau	trắng phau
du-quay	đu quay
tong-the	tổng thể
ha-son	hạ sơn
dau-nanh	đậu nành
gop-dien	góp điện
mat-hut	mất hút
ham-hui	hậm hụi
cui-tay	cùi tay
gia-ma	giá mà
mieu-ta	miêu tả
thoat-dau	thoạt đầu
phuc-tap	phức tạp
ham-huc	hậm hực
don-giong	dọn giọng
cam-hong	câm họng
doi-nghich	đối nghịch
bung-duoi	bụng dưới
xoan-xuyt	xoắn xuýt
do-nguoi	dở người
bat-on	bất ổn
gia-pha	gia phả
hoc-hach	hóc hách
ha-thuy	hạ thủy
xao-nau	xào nấu
ky-luc	ký lục,kỷ lục
co-moi	cò mồi
vinh-du	vinh dự
cong-no	công nợ
ao-toi	áo tơi
mu-tit	mù tịt
chuyen-nghiep	chuyên nghiệp
nac-no	nặc nô
thu-thap	thu thập
be-bao	bẻ bão
be-ban	bè bạn
con-giap	con giáp
cach-dien	cách điện
be-bai	bẻ bai
thuong-nguyen	thượng nguyên
dot-ngot	đột ngột
con-giai	con giai
tong-co	tống cổ
trung-phung	trùng phùng
tu-hoai	tự hoại
de-bep	đè bẹp
lo-so	lo sợ
thu-thai	thư thái,thụ thai
bien-soan	biên soạn
gia-bao	gia bảo
tho-nghi	thổ nghi
cong-tuoc	công tước
tinh-xa	tịnh xá
bun-bo	bún bò
phum-soc	phum sóc
phat-song	phát sóng
di-dut	đi đứt
benh-nhan	bệnh nhân
quan-diem	quan điểm
goi-gam	gởi gắm
tuy-lip	tuy líp
quyen-nang	quyền năng
rua-tien	rửa tiền
bat-nhip	bắt nhịp
khi-khai	khí khái
ton-nghi	tồn nghi
cua-noi	của nổi
gat-guong	gật gưỡng
lap-thu	lập thu
khe-khang	khẽ khàng
xoi-xao	xới xáo
cuc-cu	cúc cu
dao-tong	dao tông
vuong-tuong	vương tướng
vien-chuc	viên chức
mac-ca	mặc cả
thoc-sau	thọc sâu
hoc-duong	học đường
dong-tho	động thổ
don-thuc	đơn thức
hom-kia	hôm kia,hôm kìa
thuy-thu	thủy thủ,thuỷ thủ
ruou-ngot	rượu ngọt
tu-tran	từ trần,tử trận
tu-trao	tự trào
bop-co	bóp cổ
phan-phat	phân phát,phân phất,phần phật
vang-mat	vắng mặt
can-pha	cản phá
lanh-loi	lanh lợi,lảnh lói
hay-hom	hay hớm
ong-nho	ống nhổ
tra-nghia	trả nghĩa
nghiep-bao	nghiệp báo
quoc-thu	quốc thư
bo-hung	bọ hung
tinh-uy	tỉnh ủy
nuc-no	nức nở
tram-luan	trầm luân
khoan-nhuong	khoan nhượng
mo-hong	mồ hóng
ban-lui	bàn lùi
quoc-the	quốc thể
bung-buc	bùng bục
hang-binh	hàng binh
uy-vien	ủy viên
ong-eo	õng ẹo
lon-thit	lợn thịt
dai-tu	đại tu,đại từ,đại tự
tho-mong	thơ mộng
chieu-dien	chiếu điện
boi-uoc	bội ước
chi-ve	chỉ vẽ
tuoi-dau	tuổi đầu
doi-ben	đôi bên
nam-binh	nam bình
lich-chich	lích chích
hang-giong	hắng giọng
canh-tra	cánh trả
chet-gia	chết giả
phong-lu	phong lưu
an-nau	ẩn náu
cau-cu	câu cú
than-hinh	thân hình
chau-chang	chẫu chàng
ca-hen	cá hẻn
da-cam	da cam,đa cảm
ong-khoi	ống khói
tranh-cu	tranh cử
buou-giap	bướu giáp
nuot-trong	nuốt trộng
phu-sa	phù sa
lanh-gia	lạnh giá
kieng-mat	kiếng mát
dong-nai	Đồng Nai
tay-may	táy máy
non-tre	non trẻ
gam-ghe	gầm ghè
loi-nieu	lợi niệu
cau-co	cau có
phay-tay	phẩy tay
lam-chi	làm chi
cua-ro	cua rơ
dinh-dam	đình đám
ong-cha	ông cha
vang-da	vâng dạ
ma-ga	ma gà
cua-ra	cửa rả
chiem-linh	chiếm lĩnh
vam-vap	vậm vạp
duong-truc	đường trục
mo-man	mở màn
thu-thanh	thu thanh,thủ thành
lan-kenh	lăn kềnh
mo-mam	mò mẫm
lam-chu	làm chủ
dinh-dap	dính dấp
chao-chat	chao chát
tu-tuong	tư tưởng,tủ tường
den-bao	đèn bão
vit-xiem	vịt xiêm
van-tai	vận tải
lung-nhung	lùng nhùng
ti-te	tỉ tê
muc-ruong	mục ruỗng
che-nu	chè nụ
co-vong	cơ vòng
phuong-phi	phương phi
tra-mi	trà mi
nghenh-ngao	nghênh ngáo
lon-tiet	lộn tiết
duong-quyen	đương quyền
le-thuoc	lệ thuộc
quai-vat	quái vật
toi-troi	tối trời
lep-ve	lép vế
song-phi	song phi
pham-cach	phẩm cách
dac-cach	đặc cách
that-hua	thất hứa
tang-boc	tâng bốc
chu-nghia	chủ nghĩa,chữ nghĩa
hoai-tu	hoại tử
thien-tuong	thiên tướng
gia-giam	gia giảm
giai-tri	giải trí
mo-mat	mở mắt,mở mặt
tien-tien	tiên tiến
danh-da	đanh đá
vo-ech	vồ ếch
loan-quan	loăn quăn,loạn quân
dam-duoi	đắm đuối
lich-phap	lịch pháp
non-chop	nón chóp
nem-ta	ném tạ
may-ra	may ra
thi-phi	thị phi
che-pham	chế phẩm
tong-tich	tông tích
nho-buoc	nhỡ bước
trong-tranh	tròng trành
kim-loai	kim loại
ban-ngu	bản ngữ
tin-mung	tin mừng
van-thoi	ván thôi
tap-tuc	tập tục
cu-sen	cu sen
nhan-ai	nhân ái
song-senh	sổng sểnh
ban-dem	ban đêm
ban-den	bàn đèn
phao-sang	pháo sáng
thanh-toan	thanh toán
thong-phan	thông phán
yeu-kieu	yêu kiều
quan-hon	quần hôn
nhac-kich	nhạc kịch
ban-nga	bản ngã
quat-queo	quắt queo,quặt quẹo
vang-duong	vầng dương
mat-so	mặt số
ban-ve	bản vẽ
ven-do	ven đô
doi-tra	dối trá
diep-vien	điệp viên
ban-vi	bản vị
vay-ham	vây hãm
giang-phuc	giáng phúc
tay-chay	tẩy chay
tong-khu	tống khứ
hoi-tam	hồi tâm
lien-tay	liền tay
tra-gop	trả góp
tai-nhot	tái nhợt
lang-vuon	lang vườn
da-ngu	đa ngữ
